odds,Date,home_team,away_team,Game,Round,Goals,Behinds,Points,Margin,Venue,Opposition,Opposition Goals,Opposition Behinds,Opposition Points,odds_away,Goals_away,Behinds_away,Margin_away
1.2586,8/08/2015,Collingwood,Carlton,14734,19,16,9,105,18,M.C.G.,Carlton,13,9,87,4.8107,13,9,-18
1.9617,8/08/2015,Geelong,Sydney,14737,19,14,11,95,32,Kardinia Park,Sydney,9,9,63,2.0332,9,9,-32
2.5906,8/08/2015,West Coast,Hawthorn,14738,19,11,8,74,-14,Subiaco,Hawthorn,13,10,88,1.6271,13,10,14
1.8303,8/08/2015,Western Bulldogs,Port Adelaide,14735,19,19,14,128,64,Docklands,Port Adelaide,9,10,64,2.198,9,10,-64
1.3524,14/08/2015,Sydney,Collingwood,14742,20,13,9,87,11,S.C.G.,Collingwood,10,16,76,3.8163,10,16,-11
1.6849,15/08/2015,Brisbane,Carlton,14746,20,20,11,131,64,Gabba,Carlton,9,13,67,2.4549,9,13,-64
4.0328,15/08/2015,Essendon,Adelaide,14743,20,8,11,59,-112,Docklands,Adelaide,27,9,171,1.3276,27,9,112
4.7919,15/08/2015,Geelong,Hawthorn,14747,20,12,13,85,-36,M.C.G.,Hawthorn,19,7,121,1.2611,19,7,36
1.1985,15/08/2015,North Melbourne,St Kilda,14744,20,18,12,120,37,Bellerive Oval,St Kilda,11,17,83,6.0372,11,17,-37
1.2991,15/08/2015,Port Adelaide,GWS,14745,20,16,15,111,21,Adelaide Oval,GWS,13,12,90,4.2334,13,12,-21
1.6537,16/08/2015,Fremantle,West Coast,14750,20,11,14,80,-24,Subiaco,West Coast,15,14,104,2.5069,15,14,24
1.122,16/08/2015,Richmond,Gold Coast,14748,20,22,6,138,83,M.C.G.,Gold Coast,8,7,55,9.1458,8,7,-83
1.2515,16/08/2015,Western Bulldogs,Melbourne,14749,20,24,9,153,98,Docklands,Melbourne,8,7,55,4.8901,8,7,-98
1.0905,21/08/2015,Hawthorn,Port Adelaide,14751,21,13,8,86,-22,Docklands,Port Adelaide,16,12,108,11.7086,16,12,22
1.0835,22/08/2015,Adelaide,Brisbane,14756,21,20,11,131,87,Adelaide Oval,Brisbane,6,8,44,12.2279,6,8,-87
3.2204,22/08/2015,Collingwood,Richmond,14752,21,7,14,56,-91,M.C.G.,Richmond,23,9,147,1.4499,23,9,91
2.7193,22/08/2015,GWS,Sydney,14753,21,6,8,44,-89,Sydney Showground,Sydney,20,13,133,1.5803,20,13,89
1.6323,22/08/2015,Gold Coast,Essendon,14754,21,14,13,97,2,Carrara,Essendon,14,11,95,2.5738,14,11,-2
5.7112,22/08/2015,St Kilda,Geelong,14755,21,14,13,97,0,Docklands,Geelong,15,7,97,1.207,15,7,0
3.4494,23/08/2015,Carlton,Melbourne,14758,21,12,6,78,23,M.C.G.,Melbourne,7,13,55,1.4128,7,13,-23
1.787,23/08/2015,North Melbourne,Fremantle,14757,21,14,10,94,11,Docklands,Fremantle,12,11,83,2.2599,12,11,-11
1.357,23/08/2015,West Coast,Western Bulldogs,14759,21,25,12,162,77,Subiaco,Western Bulldogs,13,7,85,3.797,13,7,-77
1.4634,28/08/2015,Geelong,Collingwood,14760,22,9,8,62,-48,M.C.G.,Collingwood,17,8,110,3.175,17,8,48
7.4316,29/08/2015,Essendon,Richmond,14764,22,7,5,47,-27,M.C.G.,Richmond,10,14,74,1.1564,10,14,27
1.2353,29/08/2015,GWS,Carlton,14761,22,20,12,132,81,Sydney Showground,Carlton,7,9,51,5.2478,7,9,-81
3.3761,29/08/2015,Gold Coast,Port Adelaide,14765,22,7,9,51,-37,Carrara,Port Adelaide,12,16,88,1.4119,12,16,37
1.0351,29/08/2015,Hawthorn,Brisbane,14762,22,21,8,134,72,York Park,Brisbane,9,8,62,28.8417,9,8,-72
1.7096,29/08/2015,North Melbourne,Western Bulldogs,14763,22,10,13,73,-23,Docklands,Western Bulldogs,14,12,96,2.4039,14,12,23
2.1459,30/08/2015,Adelaide,West Coast,14766,22,19,12,126,57,Adelaide Oval,West Coast,10,9,69,1.8659,10,9,-57
1.0856,30/08/2015,Fremantle,Melbourne,14768,22,17,6,108,54,Subiaco,Melbourne,8,6,54,12.1682,8,6,-54
4.8062,30/08/2015,St Kilda,Sydney,14767,22,4,14,38,-97,Docklands,Sydney,20,15,135,1.2574,20,15,97
1.2497,5/09/2015,Brisbane,Western Bulldogs,14628,6,13,9,87,-7,Docklands,St Kilda,14,10,94,14.6243,14,10,7
19.1416,5/09/2015,Sydney,Gold Coast,14630,6,11,12,78,-41,Carrara,Adelaide,18,11,119,1.7428,18,11,41
2.5661,13/09/2015,Richmond,North Melbourne,14781,24,15,15,105,17,M.C.G.,Richmond,14,4,88,1.6377,14,4,-17
1.353,18/09/2015,Hawthorn,Adelaide,14782,25,21,9,135,74,M.C.G.,Adelaide,8,13,61,3.8386,8,13,-74
2.3967,19/09/2015,Sydney,North Melbourne,14783,25,11,11,77,26,Stadium Australia,Sydney,7,9,51,1.7143,7,9,-26
1.772,25/09/2015,Fremantle,Hawthorn,14784,26,15,4,94,27,Subiaco,Fremantle,10,7,67,2.2839,10,7,-27
1.2278,26/09/2015,West Coast,North Melbourne,14785,26,10,20,80,25,Subiaco,North Melbourne,7,13,55,5.342,7,13,-25
1.273,24/03/2016,Richmond,Carlton,14787,1,14,8,92,9,M.C.G.,Carlton,12,11,83,4.6336,12,11,-9
1.1685,26/03/2016,Gold Coast,Essendon,14789,1,17,19,121,61,Carrara,Essendon,9,6,60,6.7164,9,6,-61
2.5903,26/03/2016,Melbourne,GWS,14788,1,12,8,80,2,M.C.G.,GWS,10,18,78,1.6244,10,18,-2
1.4975,26/03/2016,North Melbourne,Adelaide,14790,1,16,11,107,10,Docklands,Adelaide,14,13,97,2.979,14,13,-10
1.6606,26/03/2016,Sydney,Collingwood,14791,1,18,25,133,80,S.C.G.,Collingwood,7,11,53,2.5042,7,11,-80
1.1697,27/03/2016,Port Adelaide,St Kilda,14793,1,20,13,133,33,Adelaide Oval,St Kilda,15,10,100,6.8601,15,10,-33
1.0598,27/03/2016,West Coast,Brisbane,14794,1,26,10,166,64,Subiaco,Brisbane,15,12,102,17.0863,15,12,-64
1.6999,27/03/2016,Western Bulldogs,Fremantle,14792,1,15,13,103,65,Docklands,Fremantle,5,8,38,2.4221,5,8,-65
2.1667,28/03/2016,Geelong,Hawthorn,14795,1,18,8,116,30,M.C.G.,Hawthorn,12,14,86,1.8246,12,14,-30
1.263,15/04/2016,West Coast,Richmond,14814,4,18,17,125,68,Subiaco,Richmond,9,3,57,4.8028,9,3,-68
2.0539,16/04/2016,Adelaide,Sydney,14819,4,16,17,113,10,Adelaide Oval,Sydney,15,13,103,1.9392,15,13,-10
3.3739,16/04/2016,Brisbane,Gold Coast,14817,4,14,23,107,13,Gabba,Gold Coast,14,10,94,1.4087,14,10,-13
10.2907,16/04/2016,Carlton,Western Bulldogs,14818,4,7,7,49,-36,Docklands,Western Bulldogs,13,7,85,1.1029,13,7,36
19.1139,16/04/2016,Essendon,Geelong,14815,4,6,6,42,-30,M.C.G.,Geelong,9,18,72,1.0522,9,18,30
1.1304,16/04/2016,Hawthorn,St Kilda,14816,4,13,9,87,3,York Park,St Kilda,13,6,84,8.8301,13,6,-3
1.4509,17/04/2016,Collingwood,Melbourne,14821,4,9,13,67,-35,M.C.G.,Melbourne,16,6,102,3.1877,16,6,35
1.9543,17/04/2016,GWS,Port Adelaide,14820,4,22,19,151,86,Manuka Oval,Port Adelaide,9,11,65,2.0492,9,11,-86
1.3,17/04/2016,North Melbourne,Fremantle,14822,4,20,12,132,31,Docklands,Fremantle,14,17,101,4.3448,14,17,-31
1.4823,22/04/2016,Hawthorn,Adelaide,14823,5,17,10,112,3,M.C.G.,Adelaide,17,7,109,3.0687,17,7,-3
3.1205,23/04/2016,Gold Coast,North Melbourne,14825,5,11,15,81,-38,Carrara,North Melbourne,18,11,119,1.4647,18,11,38
2.3285,23/04/2016,Port Adelaide,Geelong,14827,5,8,11,59,-48,Adelaide Oval,Geelong,16,11,107,1.7442,16,11,48
1.6589,23/04/2016,Sydney,West Coast,14824,5,12,16,88,39,S.C.G.,West Coast,7,7,49,2.4885,7,7,-39
1.149,23/04/2016,Western Bulldogs,Brisbane,14826,5,17,18,120,53,Docklands,Brisbane,10,7,67,7.1342,10,7,-53
1.1717,24/04/2016,Fremantle,Carlton,14829,5,9,14,68,-4,Subiaco,Carlton,10,12,72,6.7036,10,12,4
2.3407,24/04/2016,Melbourne,Richmond,14830,5,20,9,129,33,M.C.G.,Richmond,14,12,96,1.7394,14,12,-33
2.5598,24/04/2016,St Kilda,GWS,14828,5,12,7,79,-47,Docklands,GWS,19,12,126,1.6337,19,12,47
1.4007,25/04/2016,Collingwood,Essendon,14831,5,22,10,142,69,M.C.G.,Essendon,11,7,73,3.4741,11,7,-69
1.8804,29/04/2016,North Melbourne,Western Bulldogs,14832,6,9,7,61,16,Docklands,Western Bulldogs,6,9,45,2.1291,6,9,-16
1.0937,30/04/2016,Adelaide,Fremantle,14834,6,14,13,97,33,Adelaide Oval,Fremantle,8,16,64,11.0743,8,16,-33
2.1967,30/04/2016,GWS,Hawthorn,14835,6,24,14,158,75,Sydney Showground,Hawthorn,12,11,83,1.8359,12,11,-75
1.1227,30/04/2016,Geelong,Gold Coast,14836,6,25,18,168,120,Kardinia Park,Gold Coast,7,6,48,9.2593,7,6,-120
1.7724,30/04/2016,Melbourne,St Kilda,14833,6,15,6,96,-39,Docklands,St Kilda,20,15,135,2.2732,20,15,39
1.4349,30/04/2016,Richmond,Port Adelaide,14837,6,8,11,59,-35,M.C.G.,Port Adelaide,13,16,94,3.2764,13,16,35
1.9741,13/05/2016,Adelaide,Geelong,14850,8,11,6,72,-26,Adelaide Oval,Geelong,13,20,98,1.9866,13,20,26
1.8188,14/05/2016,Brisbane,Collingwood,14854,8,10,5,65,-78,Gabba,Collingwood,20,23,143,2.2077,20,23,78
14.0235,14/05/2016,Essendon,North Melbourne,14851,8,8,12,60,-14,Docklands,North Melbourne,10,14,74,1.0756,10,14,14
1.0827,14/05/2016,GWS,Gold Coast,14853,8,22,17,149,91,Sydney Showground,Gold Coast,9,4,58,12.604,9,4,-91
1.1305,14/05/2016,Hawthorn,Fremantle,14852,8,17,14,116,41,York Park,Fremantle,11,9,75,8.5043,11,9,-41
4.225,14/05/2016,Richmond,Sydney,14855,8,14,17,101,1,M.C.G.,Sydney,15,10,100,1.3084,15,10,-1
2.5531,15/05/2016,Carlton,Port Adelaide,14856,8,14,9,93,2,Docklands,Port Adelaide,13,13,91,1.6371,13,13,-2
3.3351,15/05/2016,Melbourne,Western Bulldogs,14857,8,12,10,82,-32,M.C.G.,Western Bulldogs,17,12,114,1.4212,17,12,32
1.1945,15/05/2016,West Coast,St Kilda,14858,8,20,12,132,103,Subiaco,St Kilda,3,11,29,6.1395,3,11,-103
1.902,20/05/2016,Hawthorn,Sydney,14859,9,7,13,55,-14,M.C.G.,Sydney,10,9,69,2.0943,10,9,14
6.2656,21/05/2016,Collingwood,Geelong,14860,9,16,8,104,24,M.C.G.,Geelong,11,14,80,1.187,11,14,-24
2.3507,21/05/2016,Fremantle,Richmond,14864,9,6,9,45,-38,Subiaco,Richmond,11,17,83,1.7232,11,17,38
16.4933,21/05/2016,Gold Coast,Adelaide,14861,9,11,8,74,-75,Carrara,Adelaide,22,17,149,1.0596,22,17,75
1.2685,21/05/2016,North Melbourne,Carlton,14863,9,17,11,113,67,Docklands,Carlton,6,10,46,4.7497,6,10,-67
2.8467,21/05/2016,Port Adelaide,West Coast,14862,9,13,8,86,-8,Adelaide Oval,West Coast,14,10,94,1.5355,14,10,8
1.4284,22/05/2016,GWS,Western Bulldogs,14866,9,15,8,98,25,Sydney Showground,Western Bulldogs,10,13,73,3.3141,10,13,-25
1.1959,22/05/2016,Melbourne,Brisbane,14865,9,19,17,131,63,M.C.G.,Brisbane,9,14,68,6.0081,9,14,-63
1.2019,22/05/2016,St Kilda,Essendon,14867,9,16,13,109,46,Docklands,Essendon,9,9,63,5.7597,9,9,-46
1.4688,27/05/2016,Sydney,North Melbourne,14868,10,14,7,91,26,S.C.G.,North Melbourne,9,11,65,3.0967,9,11,-26
2.0293,28/05/2016,Adelaide,GWS,14873,10,15,17,107,22,Adelaide Oval,GWS,13,7,85,1.959,13,7,-22
10.9632,28/05/2016,Brisbane,Hawthorn,14869,10,13,9,87,-48,Gabba,Hawthorn,21,9,135,1.1046,21,9,48
6.6881,28/05/2016,Essendon,Richmond,14872,10,10,7,67,-38,M.C.G.,Richmond,16,9,105,1.1667,16,9,38
2.1004,28/05/2016,Melbourne,Port Adelaide,14870,10,10,16,76,-45,Traeger Park,Port Adelaide,18,13,121,1.9062,18,13,45
1.3598,28/05/2016,St Kilda,Fremantle,14871,10,15,11,101,34,Docklands,Fremantle,10,7,67,3.753,10,7,-34
9.3018,29/05/2016,Carlton,Geelong,14874,10,16,8,104,19,Docklands,Geelong,12,13,85,1.1176,12,13,-19
3.0487,29/05/2016,Collingwood,Western Bulldogs,14875,10,7,11,53,-21,M.C.G.,Western Bulldogs,11,8,74,1.4785,11,8,21
1.0448,29/05/2016,West Coast,Gold Coast,14876,10,20,12,132,77,Subiaco,Gold Coast,7,13,55,21.9084,7,13,-77
1.6206,13/06/2016,Melbourne,Collingwood,14894,12,16,8,104,46,M.C.G.,Collingwood,8,10,58,2.5825,8,10,-46
3.6325,17/06/2016,North Melbourne,Hawthorn,14895,13,11,18,84,-9,Docklands,Hawthorn,14,9,93,1.3767,14,9,9
10.3152,18/06/2016,Brisbane,West Coast,14896,13,12,10,82,-49,Gabba,West Coast,20,11,131,1.109,20,11,49
2.5534,18/06/2016,Fremantle,Port Adelaide,14897,13,12,14,86,17,Subiaco,Port Adelaide,9,15,69,1.6288,9,15,-17
2.6212,18/06/2016,Western Bulldogs,Geelong,14898,13,5,13,43,-57,Docklands,Geelong,16,4,100,1.6088,16,4,57
21.4683,19/06/2016,Essendon,GWS,14900,13,12,18,90,-27,Docklands,GWS,17,15,117,1.0486,17,15,27
1.2718,19/06/2016,Sydney,Melbourne,14899,13,12,14,86,55,S.C.G.,Melbourne,4,7,31,4.5766,4,7,-55
1.3104,23/06/2016,Adelaide,North Melbourne,14901,14,12,28,100,33,Adelaide Oval,North Melbourne,10,7,67,4.138,10,7,-33
1.9105,24/06/2016,Collingwood,Fremantle,14902,14,12,13,85,48,M.C.G.,Fremantle,5,7,37,2.0907,5,7,-48
1.0936,25/06/2016,GWS,Carlton,14904,14,18,19,127,62,Sydney Showground,Carlton,9,11,65,10.899,9,11,-62
1.0745,25/06/2016,Richmond,Brisbane,14903,14,17,15,117,42,M.C.G.,Brisbane,11,9,75,13.5784,11,9,-42
6.5259,25/06/2016,St Kilda,Geelong,14905,14,14,9,93,3,Docklands,Geelong,13,12,90,1.1785,13,12,-3
1.0703,26/06/2016,Hawthorn,Gold Coast,14906,14,12,14,86,26,York Park,Gold Coast,8,12,60,14.1768,8,12,-26
1.0406,30/06/2016,West Coast,Essendon,14907,15,20,10,130,78,Subiaco,Essendon,7,10,52,24.5016,7,10,-78
2.319,7/07/2016,Port Adelaide,Hawthorn,14913,16,12,7,79,-22,Adelaide Oval,Hawthorn,15,11,101,1.7503,15,11,22
1.6424,14/07/2016,Sydney,Hawthorn,14922,17,10,10,70,-5,S.C.G.,Hawthorn,11,9,75,2.5466,11,9,5
3.7838,15/07/2016,Fremantle,Geelong,14923,17,9,7,61,-17,Subiaco,Geelong,11,12,78,1.3544,11,12,17
1.2023,16/07/2016,Adelaide,Collingwood,14927,17,14,13,97,28,Adelaide Oval,Collingwood,10,9,69,5.922,10,9,-28
1.4471,16/07/2016,North Melbourne,Port Adelaide,14925,17,10,17,77,-28,Docklands,Port Adelaide,16,9,105,3.1982,16,9,28
1.1857,16/07/2016,Richmond,Essendon,14924,17,16,6,102,19,M.C.G.,Essendon,11,17,83,6.2736,11,17,-19
1.12,16/07/2016,Western Bulldogs,Gold Coast,14926,17,15,17,107,48,Cazaly's Stadium,Gold Coast,8,11,59,9.3741,8,11,-48
9.4326,17/07/2016,Brisbane,GWS,14930,17,9,13,67,-79,Gabba,GWS,22,14,146,1.1147,22,14,79
6.62,17/07/2016,Carlton,West Coast,14928,17,11,9,75,-7,M.C.G.,West Coast,12,10,82,1.1696,12,10,7
2.2625,17/07/2016,St Kilda,Melbourne,14929,17,15,20,110,36,Docklands,Melbourne,11,8,74,1.7728,11,8,-36
2.0434,22/07/2016,Collingwood,North Melbourne,14931,18,12,12,84,-40,Docklands,North Melbourne,18,16,124,1.9569,18,16,40
1.9681,23/07/2016,Geelong,Adelaide,14935,18,12,13,85,30,Kardinia Park,Adelaide,7,13,55,2.0241,7,13,-30
1.9856,23/07/2016,Gold Coast,Fremantle,14933,18,16,9,105,24,Carrara,Fremantle,12,9,81,2.0065,12,9,-24
1.0592,23/07/2016,Sydney,Carlton,14932,18,10,14,74,6,S.C.G.,Carlton,10,8,68,18.1048,10,8,-6
1.1798,23/07/2016,West Coast,Melbourne,14934,18,10,6,66,6,Subiaco,Melbourne,8,12,60,6.6569,8,12,-6
1.4062,23/07/2016,Western Bulldogs,St Kilda,14936,18,9,6,60,-15,Docklands,St Kilda,11,9,75,3.4292,11,9,15
1.5092,24/07/2016,Essendon,Brisbane,14937,18,12,19,91,-37,Docklands,Brisbane,20,8,128,2.9452,20,8,37
1.1876,24/07/2016,Hawthorn,Richmond,14938,18,16,18,114,70,M.C.G.,Richmond,5,14,44,6.3536,5,14,-70
2.2537,24/07/2016,Port Adelaide,GWS,14939,18,9,6,60,-19,Adelaide Oval,GWS,11,13,79,1.7662,11,13,19
1.254,29/07/2016,Geelong,Western Bulldogs,14940,19,16,7,103,25,Kardinia Park,Western Bulldogs,11,12,78,4.9212,11,12,-25
7.1564,30/07/2016,Brisbane,Port Adelaide,14945,19,11,13,79,-94,Gabba,Port Adelaide,25,23,173,1.1625,25,23,94
2.2075,30/07/2016,Collingwood,West Coast,14943,19,13,13,91,19,M.C.G.,West Coast,11,6,72,1.8281,11,6,-19
1.1151,30/07/2016,GWS,Richmond,14941,19,17,9,111,88,Manuka Oval,Richmond,3,5,23,9.1373,3,5,-88
1.1216,30/07/2016,Hawthorn,Carlton,14942,19,10,14,74,19,York Park,Carlton,7,13,55,9.1862,7,13,-19
1.5201,30/07/2016,North Melbourne,St Kilda,14944,19,12,13,85,23,Docklands,St Kilda,8,14,62,2.9024,8,14,-23
1.0275,31/07/2016,Adelaide,Essendon,14948,19,22,11,143,82,Adelaide Oval,Essendon,9,7,61,34.9267,9,7,-82
5.7722,31/07/2016,Fremantle,Sydney,14947,19,7,5,47,-90,Subiaco,Sydney,21,11,137,1.2034,21,11,90
1.2047,31/07/2016,Melbourne,Gold Coast,14946,19,9,12,66,2,M.C.G.,Gold Coast,9,10,64,5.8982,9,10,-2
3.5036,13/08/2016,Brisbane,Carlton,14959,21,15,9,99,4,Gabba,Carlton,13,17,95,1.4072,13,17,-4
1.3028,13/08/2016,GWS,West Coast,14961,21,14,12,96,-1,Sydney Showground,West Coast,14,13,97,4.2629,14,13,1
1.2731,13/08/2016,Hawthorn,North Melbourne,14960,21,14,12,96,39,M.C.G.,North Melbourne,8,9,57,4.6875,8,9,-39
1.5011,13/08/2016,Port Adelaide,Melbourne,14963,21,8,6,54,-40,Adelaide Oval,Melbourne,13,16,94,3.0004,13,16,40
3.8965,13/08/2016,St Kilda,Sydney,14962,21,11,10,76,-70,Docklands,Sydney,23,8,146,1.3513,23,8,70
3.3716,14/08/2016,Essendon,Gold Coast,14964,21,11,9,75,6,Docklands,Gold Coast,9,15,69,1.4243,9,15,-6
9.9404,14/08/2016,Fremantle,Adelaide,14966,21,11,4,70,-72,Subiaco,Adelaide,21,16,142,1.1146,21,16,72
7.2655,14/08/2016,Richmond,Geelong,14965,21,12,6,78,-4,M.C.G.,Geelong,10,22,82,1.1612,10,22,4
1.8475,19/08/2016,West Coast,Hawthorn,14967,22,13,14,92,25,Subiaco,Hawthorn,10,7,67,2.1718,10,7,-25
1.249,20/08/2016,Collingwood,Gold Coast,14971,22,16,22,118,71,Docklands,Gold Coast,6,11,47,5.0127,6,11,-71
1.0301,20/08/2016,GWS,Fremantle,14970,22,19,15,129,92,Sydney Showground,Fremantle,5,7,37,32.3923,5,7,-92
4.1527,20/08/2016,North Melbourne,Sydney,14968,22,10,16,76,-9,Bellerive Oval,Sydney,12,13,85,1.3136,12,13,9
10.9389,20/08/2016,Port Adelaide,Adelaide,14972,22,14,10,94,-15,Adelaide Oval,Adelaide,15,19,109,1.0935,15,19,15
2.3773,20/08/2016,Richmond,St Kilda,14969,22,6,10,46,-9,M.C.G.,St Kilda,7,13,55,1.7249,7,13,9
18.9545,21/08/2016,Brisbane,Geelong,14974,22,10,9,69,-60,Gabba,Geelong,19,15,129,1.0505,19,15,60
4.963,21/08/2016,Carlton,Melbourne,14973,22,11,12,78,20,M.C.G.,Melbourne,7,16,58,1.2549,7,16,-20
8.8765,21/08/2016,Essendon,Western Bulldogs,14975,22,7,11,53,-40,Docklands,Western Bulldogs,14,9,93,1.1215,14,9,40
1.2771,26/08/2016,Adelaide,West Coast,14976,23,10,11,71,-29,Adelaide Oval,West Coast,14,16,100,4.5504,14,16,29
3.5193,27/08/2016,Essendon,Carlton,14978,23,15,13,103,24,M.C.G.,Carlton,10,19,79,1.3931,10,19,-24
1.1898,27/08/2016,Geelong,Melbourne,14977,23,24,11,155,111,Kardinia Park,Melbourne,6,8,44,6.1553,6,8,-111
3.0127,27/08/2016,Gold Coast,Port Adelaide,14981,23,9,12,66,-23,Carrara,Port Adelaide,13,11,89,1.4923,13,11,23
2.945,27/08/2016,North Melbourne,GWS,14980,23,9,9,63,-37,Docklands,GWS,14,16,100,1.507,14,16,37
1.0637,27/08/2016,Sydney,Richmond,14979,23,25,14,164,113,S.C.G.,Richmond,7,9,51,15.1828,7,9,-113
3.0368,28/08/2016,Fremantle,Western Bulldogs,14984,23,10,9,69,20,Subiaco,Western Bulldogs,6,13,49,1.4892,6,13,-20
1.3223,28/08/2016,Hawthorn,Collingwood,14983,23,17,10,112,1,M.C.G.,Collingwood,17,9,111,4.0739,17,9,-1
1.0879,28/08/2016,St Kilda,Brisbane,14982,23,25,11,161,58,Docklands,Brisbane,15,13,103,12.3379,15,13,-58
1.7006,9/09/2016,Geelong,Hawthorn,14986,24,12,13,85,2,M.C.G.,Hawthorn,12,11,83,2.4226,12,11,-2
2.6262,16/09/2016,Hawthorn,Western Bulldogs,14989,25,16,11,107,23,M.C.G.,Hawthorn,12,12,84,1.6087,12,12,-23
1.6122,17/09/2016,Sydney,Adelaide,14990,25,18,10,118,36,S.C.G.,Adelaide,12,10,82,2.6219,12,10,-36
2.3156,23/09/2016,Geelong,Sydney,14991,26,15,7,97,37,M.C.G.,Geelong,8,12,60,1.7584,8,12,-37
3.2707,24/09/2016,GWS,Western Bulldogs,14992,26,13,11,89,6,Sydney Showground,GWS,12,11,83,1.4366,12,11,-6
3.1869,23/03/2017,Carlton,Richmond,14994,1,14,5,89,-43,M.C.G.,Richmond,20,12,132,1.4553,20,12,43
3.2074,24/03/2017,Collingwood,Western Bulldogs,14995,1,12,14,86,-14,M.C.G.,Western Bulldogs,15,10,100,1.4509,15,10,14
3.3118,25/03/2017,Essendon,Hawthorn,14998,1,17,14,116,25,M.C.G.,Hawthorn,12,19,91,1.4299,12,19,-25
1.3265,25/03/2017,Gold Coast,Brisbane,14999,1,14,12,96,-2,Carrara,Brisbane,15,8,98,4.1183,15,8,2
1.695,25/03/2017,St Kilda,Melbourne,14996,1,13,12,90,-30,Docklands,Melbourne,18,12,120,2.44,18,12,30
1.3019,25/03/2017,Sydney,Port Adelaide,14997,1,12,10,82,-28,S.C.G.,Port Adelaide,17,8,110,4.3379,17,8,28
2.3823,26/03/2017,Adelaide,GWS,15001,1,22,15,147,56,Adelaide Oval,GWS,14,7,91,1.7153,14,7,-56
2.327,26/03/2017,Fremantle,Geelong,15002,1,10,13,73,-42,Subiaco,Geelong,18,7,115,1.7558,18,7,42
3.6543,26/03/2017,North Melbourne,West Coast,15000,1,13,15,93,-43,Docklands,West Coast,21,10,136,1.375,21,10,43
2.2977,30/03/2017,Richmond,Collingwood,15003,2,14,15,99,19,M.C.G.,Collingwood,11,14,80,1.7684,11,14,-19
1.4554,31/03/2017,Western Bulldogs,Sydney,15004,2,16,14,110,23,Docklands,Sydney,13,9,87,3.1897,13,9,-23
1.4366,13/04/2017,West Coast,Sydney,15021,4,13,13,91,26,Subiaco,Sydney,10,5,65,3.266,10,5,-26
3.8398,14/04/2017,North Melbourne,Western Bulldogs,15022,4,12,14,86,-3,Docklands,Western Bulldogs,12,17,89,1.3512,12,17,3
1.1919,15/04/2017,Adelaide,Essendon,15026,4,24,9,153,65,Adelaide Oval,Essendon,13,10,88,6.2183,13,10,-65
2.2193,15/04/2017,Carlton,Gold Coast,15025,4,12,10,82,-26,Docklands,Gold Coast,17,6,108,1.8096,17,6,26
1.4097,15/04/2017,GWS,Port Adelaide,15024,4,16,16,112,31,Manuka Oval,Port Adelaide,11,15,81,3.398,11,15,-31
1.4299,15/04/2017,Melbourne,Fremantle,15023,4,15,14,104,-2,M.C.G.,Fremantle,16,10,106,3.3312,16,10,2
3.5121,16/04/2017,Brisbane,Richmond,15028,4,10,7,67,-52,Gabba,Richmond,17,17,119,1.3952,17,17,52
1.6971,16/04/2017,Collingwood,St Kilda,15027,4,7,13,55,-14,Docklands,St Kilda,9,15,69,2.4298,9,15,14
2.9834,17/04/2017,Hawthorn,Geelong,15029,4,6,12,48,-86,M.C.G.,Geelong,20,14,134,1.5028,20,14,86
1.0947,21/04/2017,Port Adelaide,Carlton,15030,5,20,17,137,90,Adelaide Oval,Carlton,6,11,47,11.2824,6,11,-90
1.688,22/04/2017,Fremantle,North Melbourne,15034,5,9,13,67,5,Subiaco,North Melbourne,9,8,62,2.4396,9,8,-5
4.5504,22/04/2017,Gold Coast,Adelaide,15032,5,13,8,86,-67,Carrara,Adelaide,23,15,153,1.2758,23,15,67
2.6512,22/04/2017,Sydney,GWS,15033,5,9,9,63,-42,S.C.G.,GWS,15,15,105,1.6037,15,15,42
1.0837,22/04/2017,Western Bulldogs,Brisbane,15031,5,17,20,122,32,Docklands,Brisbane,14,6,90,13.3653,14,6,-32
2.946,23/04/2017,Hawthorn,West Coast,15036,5,19,11,125,50,M.C.G.,West Coast,11,9,75,1.5112,11,9,-50
2.7718,23/04/2017,St Kilda,Geelong,15035,5,13,10,88,-38,Docklands,Geelong,19,12,126,1.5619,19,12,38
1.7669,24/04/2017,Richmond,Melbourne,15037,5,12,16,88,13,M.C.G.,Melbourne,11,9,75,2.2878,11,9,-13
2.6723,25/04/2017,Essendon,Collingwood,15038,5,15,10,100,18,M.C.G.,Collingwood,11,16,82,1.5924,11,16,-18
1.3507,28/04/2017,GWS,Western Bulldogs,15039,6,11,9,75,2,Manuka Oval,Western Bulldogs,9,19,73,3.7927,9,19,-2
6.257,29/04/2017,Brisbane,Port Adelaide,15042,6,10,7,67,-83,Gabba,Port Adelaide,22,18,150,1.184,22,18,83
3.8982,29/04/2017,Carlton,Sydney,15041,6,15,7,97,19,M.C.G.,Sydney,11,12,78,1.3498,11,12,-19
1.9259,29/04/2017,Hawthorn,St Kilda,15040,6,8,7,55,-75,York Park,St Kilda,19,16,130,2.0604,19,16,75
1.4837,29/04/2017,North Melbourne,Gold Coast,15043,6,16,11,107,13,Docklands,Gold Coast,14,10,94,3.0551,14,10,-13
1.3593,29/04/2017,West Coast,Fremantle,15044,6,16,7,103,41,Subiaco,Fremantle,9,8,62,3.7338,9,8,-41
