date,game_id,season,round,venue,team_1,team_2,home_team_1,margin,winner,supercoach_1,supercoach_2,elo_1,elo_2
2015-05-17,643,2015,7,Docklands,Fremantle,Western Bulldogs,0,13,1,79.5,74.0,1643.636281714732,1423.3864597975437
2015-05-22,644,2015,8,Docklands,Geelong,Carlton,1,77,1,84.0,60.5,1685.7347696370816,1357.1772012937593
2015-05-23,645,2015,8,Subiaco,North Melbourne,Fremantle,0,-73,0,63.0,96.5,1550.9099794353217,1820.224996417942
2015-05-23,646,2015,8,Carrara,Gold Coast,Collingwood,1,-69,0,67.0,81.5,1291.239158052462,1527.8017703330995
2015-05-23,647,2015,8,Docklands,St Kilda,West Coast,1,-53,0,68.5,73.5,1311.738679665506,1441.3287960199568
2015-05-23,648,2015,8,Sydney Showground,GWS,Adelaide,1,24,1,88.5,66.5,1274.5772367683915,1506.6567397214485
2015-05-23,649,2015,8,M.C.G.,Sydney,Hawthorn,0,4,1,78.0,75.5,1681.9032261449963,1741.323431452319
2015-05-24,650,2015,8,M.C.G.,Melbourne,Western Bulldogs,1,39,1,83.5,65.0,1208.966550410829,1376.7977450943335
2015-05-24,651,2015,8,Adelaide Oval,Richmond,Port Adelaide Power,0,33,1,70.5,66.0,1513.197595852283,1513.4016964917746
2015-05-24,652,2015,8,Docklands,Essendon,Brisbane,1,58,1,85.5,62.5,1566.705424662592,1365.315002545902
2015-05-29,653,2015,9,S.C.G.,Carlton,Sydney,0,-60,0,71.5,84.0,1353.244412293836,1724.4438797732994
2015-05-30,654,2015,9,M.C.G.,Richmond,Essendon,1,13,1,80.5,71.5,1568.2064075842063,1533.869279031153
2015-05-30,655,2015,9,Docklands,Western Bulldogs,GWS,1,45,1,86.0,64.5,1395.067417238861,1273.3319653758722
2015-05-30,656,2015,9,Adelaide Oval,Adelaide,Fremantle,1,-11,0,74.0,69.5,1497.9020111139678,1655.4762766585281
2015-05-30,657,2015,9,York Park,Hawthorn,Gold Coast,1,53,1,86.0,57.5,1808.782777824016,1260.1205447087368
2015-05-30,658,2015,9,Traeger Park,Melbourne,Port Adelaide Power,1,-61,0,69.0,80.5,1200.6968782663016,1483.3928847598513
2015-05-31,659,2015,9,M.C.G.,North Melbourne,Collingwood,0,-17,0,82.0,68.5,1545.6586991947356,1573.9203836768247
2015-05-31,660,2015,9,Gabba,St Kilda,Brisbane,0,22,1,76.0,75.5,1262.0877480188528,1383.151148177341
2015-05-31,661,2015,9,Subiaco,West Coast,Geelong,1,56,1,86.5,69.5,1620.97972766661,1649.667558637005
2015-06-05,662,2015,10,Subiaco,Richmond,Fremantle,0,27,1,80.0,57.5,1541.7287623694986,1834.1042676744494
2015-06-06,663,2015,10,Docklands,Essendon,Geelong,1,-69,0,66.5,86.0,1520.3469242458607,1633.4318125107222
2015-06-06,664,2015,10,Adelaide Oval,Western Bulldogs,Port Adelaide Power,0,-38,0,67.5,83.0,1365.0166924824662,1503.318782354786
2015-06-06,665,2015,10,Carrara,Sydney,Gold Coast,0,52,1,87.5,59.5,1702.6110265224993,1283.897643363131
2015-06-06,666,2015,10,M.C.G.,Adelaide,Carlton,0,9,1,66.5,81.5,1474.2740200980465,1390.077265544636
2015-06-07,667,2015,10,Sydney Showground,Brisbane,GWS,0,-30,0,69.5,78.0,1338.1261653484587,1288.382690132267
2015-06-07,668,2015,10,Bellerive Oval,West Coast,North Melbourne,0,-10,0,71.0,78.5,1467.2154737928927,1656.8761701289002
2015-06-07,669,2015,10,Docklands,St Kilda,Hawthorn,1,-63,0,74.0,72.5,1322.112730847735,1685.0056791696218
2015-06-08,670,2015,10,M.C.G.,Melbourne,Collingwood,1,-25,0,73.5,75.5,1185.770980671367,1547.7029127426601
2015-06-12,671,2015,11,Adelaide Oval,Geelong,Port Adelaide Power,0,23,1,69.5,72.5,1643.7149491418422,1512.644395768189
2015-06-13,672,2015,11,Docklands,North Melbourne,Sydney,1,-16,0,66.5,90.5,1579.4146971023652,1705.0827274471258
2015-06-13,673,2015,11,Carrara,Gold Coast,Fremantle,1,-7,0,66.5,74.0,1281.4259424385045,1638.8050334534694
2015-06-13,674,2015,11,Subiaco,West Coast,Essendon,1,50,1,73.0,74.5,1629.6769468194277,1510.0637876147407
2015-06-14,675,2015,11,M.C.G.,GWS,Collingwood,0,-42,0,73.5,82.0,1280.5157336867512,1591.0243945203715
2015-06-14,676,2015,11,Docklands,St Kilda,Melbourne,1,2,1,66.0,89.0,1318.8075541668686,1182.4494988936556
2015-06-18,677,2015,12,Adelaide Oval,Adelaide,Hawthorn,1,-29,0,72.5,75.5,1500.7084807454644,1688.3108558504882
2015-06-19,678,2015,12,M.C.G.,Richmond,West Coast,1,-20,0,66.0,78.0,1607.0279965904786,1469.7076268608832
2015-06-20,679,2015,12,Sydney Showground,North Melbourne,GWS,0,56,1,77.0,62.5,1529.6153775091684,1301.2140962768324
2015-06-20,680,2015,12,M.C.G.,Port Adelaide Power,Carlton,0,-4,0,73.0,77.0,1488.0491668043344,1378.6428048972182
2015-06-20,681,2015,12,Docklands,Western Bulldogs,Brisbane,1,72,1,85.5,71.5,1395.691079069063,1320.9931217939745
2015-06-25,682,2015,13,Subiaco,Collingwood,Fremantle,0,-7,0,71.5,75.5,1555.3260319302904,1812.2047210421194
2015-06-26,683,2015,13,S.C.G.,Richmond,Sydney,0,18,1,66.5,67.5,1546.3899676282426,1739.8820470403225
2015-06-27,684,2015,13,Gabba,Brisbane,Adelaide,1,-13,0,69.5,70.5,1334.1693032439375,1478.1028805823782
2015-06-27,685,2015,13,M.C.G.,Essendon,Hawthorn,0,-38,0,73.0,74.5,1500.0331075732852,1735.9164560135744
2015-06-27,686,2015,13,Docklands,St Kilda,Western Bulldogs,1,-6,0,78.0,74.0,1288.2052391818333,1367.5148976191
2015-06-28,687,2015,13,Docklands,Gold Coast,Carlton,0,-34,0,60.5,86.5,1253.0262548498545,1398.216085007844
2015-07-02,688,2015,14,S.C.G.,Sydney,Port Adelaide Power,1,10,1,68.5,70.5,1717.2967737884896,1468.4758866937086
2015-07-03,689,2015,14,M.C.G.,Collingwood,Hawthorn,1,-10,0,78.0,67.5,1549.7573733668546,1702.054136602848
2015-07-04,690,2015,14,Marrara Oval,Melbourne,West Coast,1,-54,0,63.0,86.0,1212.3578901085325,1490.3456558231192
2015-07-04,691,2015,14,M.C.G.,GWS,Richmond,0,-9,0,75.5,78.5,1269.8634713228719,1608.9752408800755
2015-07-04,692,2015,14,Carrara,Gold Coast,North Melbourne,1,55,1,72.5,73.0,1268.953524624498,1535.966002463129
2015-07-04,693,2015,14,Docklands,Carlton,Western Bulldogs,0,-11,0,74.0,76.0,1367.2888152332005,1419.1490841577456
2015-07-05,694,2015,14,Subiaco,Brisbane,Fremantle,0,-36,0,64.0,89.5,1300.0507397190352,1817.7733796055552
2015-07-05,695,2015,14,Docklands,St Kilda,Essendon,0,110,1,88.0,53.0,1276.5710526431878,1493.8954269840115
2015-07-11,696,2015,15,M.C.G.,Melbourne,Essendon,0,-9,0,72.5,76.5,1197.319390084686,1470.571137396129
2015-07-11,697,2015,15,Cazaly's Stadium,Gold Coast,Western Bulldogs,0,-22,0,69.5,72.5,1268.6445773492107,1401.9265779334385
2015-07-11,698,2015,15,Subiaco,West Coast,Adelaide,1,56,1,75.0,66.0,1665.3841558469658,1487.2214441072806
2015-07-11,699,2015,15,Docklands,North Melbourne,Geelong,1,41,1,79.5,66.5,1511.2749497384161,1624.0041018758552
2015-07-12,700,2015,15,York Park,Fremantle,Hawthorn,0,-72,0,59.0,75.0,1649.2231620046075,1835.8700574518286
2015-07-12,701,2015,15,Gabba,Brisbane,Sydney,1,-21,0,58.0,74.0,1323.6009573199829,1698.0788594449189
2015-07-12,702,2015,15,Sydney Showground,GWS,St Kilda,1,35,1,83.5,68.0,1291.1336832754344,1299.8953422310703
2015-07-17,703,2015,16,Docklands,North Melbourne,Essendon,1,25,1,74.5,71.5,1530.9779689811003,1475.7249673463368
2015-07-18,704,2015,16,Carrara,GWS,Gold Coast,0,15,1,77.5,63.5,1281.5118743328217,1284.132237470477
2015-07-18,705,2015,16,Kardinia Park,Geelong,Western Bulldogs,1,8,1,74.5,68.0,1774.301082633171,1401.4389178121721
2015-07-18,706,2015,16,Stadium Australia,Hawthorn,Sydney,0,89,1,85.0,67.0,1718.5069268225163,1726.192941896016
2015-07-18,707,2015,16,Docklands,West Coast,Collingwood,0,31,1,73.5,78.5,1503.3023722949886,1563.2406007621594
2015-07-18,708,2015,16,Subiaco,Fremantle,Carlton,1,42,1,83.5,76.5,1811.5862926339198,1347.8615482430516
2015-07-19,709,2015,16,M.C.G.,Brisbane,Melbourne,0,-24,0,74.0,82.0,1295.4868748688857,1232.165560134478
2015-07-19,710,2015,16,Adelaide Oval,Port Adelaide Power,Adelaide,1,-3,0,70.5,72.5,1480.394652792994,1479.3032276592578
2015-07-19,711,2015,16,Docklands,Richmond,St Kilda,0,16,1,76.0,75.5,1579.354802141969,1324.517151173683
2015-07-24,712,2015,17,Docklands,Hawthorn,Carlton,0,138,1,90.0,55.5,1733.8387046465075,1385.9174744341735
2015-07-25,713,2015,17,Manuka Oval,GWS,Geelong,1,-27,0,68.0,71.5,1321.6250023584557,1607.4412182411452
2015-07-25,714,2015,17,Adelaide Oval,Adelaide,Gold Coast,1,45,1,78.0,59.0,1509.3503481150667,1244.019109444843
2015-07-25,715,2015,17,M.C.G.,Richmond,Fremantle,1,-4,0,78.0,69.5,1624.9769399872562,1643.530366442798
2015-07-25,716,2015,17,Docklands,Essendon,Port Adelaide Power,1,-13,0,79.0,70.0,1503.0905224378598,1465.3475323371852
2015-07-25,717,2015,17,Gabba,North Melbourne,Brisbane,0,72,1,83.5,71.0,1543.6124138895773,1302.7829460390592
2015-07-26,718,2015,17,Docklands,Western Bulldogs,Collingwood,1,18,1,84.5,66.0,1438.298782204198,1505.678229391976
2015-07-26,719,2015,17,M.C.G.,St Kilda,Melbourne,0,37,1,78.5,64.5,1278.8950133283959,1249.8694889643045
2015-07-26,720,2015,17,Subiaco,West Coast,Sydney,1,52,1,86.5,67.0,1690.864743665172,1685.8611640720248
2015-07-31,721,2015,18,M.C.G.,Richmond,Hawthorn,0,18,1,80.5,72.0,1570.7771952528046,1737.4059960889265
2015-08-01,722,2015,18,S.C.G.,Sydney,Adelaide,1,52,1,90.0,62.0,1696.0771710347303,1499.7017151726814
2015-08-01,723,2015,18,Docklands,North Melbourne,Carlton,0,64,1,83.5,65.5,1549.6122627128657,1342.3501829917545
2015-08-01,724,2015,18,M.C.G.,Melbourne,Collingwood,0,37,1,79.5,68.5,1196.1197143724592,1487.805153862341
2015-08-01,725,2015,18,Carrara,West Coast,Gold Coast,0,0,1,73.0,72.0,1535.6487367024665,1263.6677423872284
2015-08-01,726,2015,18,Kardinia Park,Geelong,Brisbane,1,56,1,80.0,62.5,1782.2936127156934,1271.7830972157708
2015-08-02,727,2015,18,Subiaco,Fremantle,GWS,1,21,1,84.5,62.0,1827.7301111772495,1291.7726078839075
2015-08-02,728,2015,18,Adelaide Oval,Port Adelaide Power,St Kilda,1,63,1,77.5,72.5,1496.9706483504556,1292.6447879202412
2015-08-02,729,2015,18,Docklands,Essendon,Western Bulldogs,1,-87,0,69.5,82.5,1446.4674064245894,1416.171857733833
2015-08-07,730,2015,19,Adelaide Oval,Adelaide,Richmond,1,36,1,86.0,68.5,1507.379251425176,1592.465998177055
2015-08-08,731,2015,19,Docklands,Western Bulldogs,Port Adelaide Power,1,64,1,96.5,65.0,1472.476516762188,1489.0427637180308
2015-08-08,732,2015,19,Kardinia Park,Geelong,Sydney,1,32,1,82.0,76.0,1783.8017621288875,1678.3996347822356
2015-08-08,733,2015,19,Gabba,Gold Coast,Brisbane,0,14,1,76.5,78.0,1248.4826136788538,1295.2749478025767
2015-08-08,734,2015,19,M.C.G.,Carlton,Collingwood,0,-18,0,64.0,86.5,1335.369015057494,1462.5216882378284
2015-08-08,735,2015,19,Subiaco,Hawthorn,West Coast,0,14,1,81.0,61.5,1715.717193164676,1695.833865410841
2015-08-09,736,2015,19,M.C.G.,Melbourne,North Melbourne,1,-35,0,67.5,74.5,1261.4031799969719,1556.5934306471263
2015-08-09,737,2015,19,Sydney Showground,GWS,Essendon,1,32,1,72.5,75.5,1315.4609756491468,1430.1627473962342
2015-08-09,738,2015,19,Docklands,Fremantle,St Kilda,0,37,1,81.5,59.5,1659.0417434120102,1325.572672552666
2015-08-14,739,2015,20,S.C.G.,Sydney,Collingwood,1,11,1,62.0,82.0,1692.8155620107261,1472.2646994868533
2015-08-15,740,2015,20,Bellerive Oval,North Melbourne,St Kilda,1,37,1,72.5,80.5,1686.230321416917,1281.7354948339212
2015-08-15,741,2015,20,Adelaide Oval,GWS,Port Adelaide Power,0,-21,0,66.0,81.0,1310.24065040489,1488.328082876653
2015-08-15,742,2015,20,M.C.G.,Geelong,Hawthorn,1,-36,0,65.0,80.5,1624.385834900397,1729.8596968357247
2015-08-15,743,2015,20,Gabba,Carlton,Brisbane,0,-64,0,66.0,83.0,1325.626003808469,1278.2668867464524
2015-08-15,744,2015,20,Docklands,Essendon,Adelaide,1,-112,0,72.0,70.5,1450.383072640491,1510.9810216330452
2015-08-16,745,2015,20,Docklands,Western Bulldogs,Melbourne,1,98,1,90.0,65.0,1488.1911976035658,1216.7662892271812
2015-08-16,746,2015,20,M.C.G.,Richmond,Gold Coast,1,83,1,81.0,66.0,1613.864227969186,1265.490674734978
2015-08-16,747,2015,20,Subiaco,West Coast,Fremantle,0,24,1,70.0,74.0,1511.6913617397925,1662.878921130755
2015-08-21,748,2015,21,Docklands,Port Adelaide Power,Hawthorn,0,22,1,74.5,69.0,1481.2488252224423,1780.440941163104
2015-08-22,749,2015,21,M.C.G.,Richmond,Collingwood,0,91,1,92.5,61.5,1577.4233435708566,1465.6848906139212
2015-08-22,750,2015,21,Adelaide Oval,Adelaide,Brisbane,1,87,1,82.0,56.5,1538.3910079861093,1270.298973984919
2015-08-22,751,2015,21,Carrara,Essendon,Gold Coast,0,-2,0,76.5,71.5,1397.973086287427,1286.9315591333075
2015-08-22,752,2015,21,Sydney Showground,Sydney,GWS,0,89,1,77.5,61.0,1674.3953708836582,1327.3199080591007
2015-08-22,753,2015,21,Docklands,St Kilda,Geelong,1,0,1,68.0,81.5,1279.0716978397256,1613.8045905730175
2015-08-23,754,2015,21,M.C.G.,Carlton,Melbourne,1,23,1,77.0,62.5,1308.5939165700024,1211.5674168520086
2015-08-23,755,2015,21,Docklands,Fremantle,North Melbourne,0,-11,0,70.5,84.5,1641.7346429443664,1603.8941184111125
2015-08-23,756,2015,21,Subiaco,West Coast,Western Bulldogs,1,77,1,83.5,61.5,1702.835639926181,1453.3900699787384
2015-08-28,757,2015,22,M.C.G.,Geelong,Collingwood,1,-48,0,56.0,84.0,1602.6174887300879,1455.3493081773602
2015-08-29,758,2015,22,M.C.G.,Essendon,Richmond,1,-27,0,71.0,79.5,1378.3358648739563,1587.7589260074176
2015-08-29,759,2015,22,Docklands,North Melbourne,Western Bulldogs,1,-23,0,73.5,78.5,1580.5213958927443,1447.6247505449433
2015-08-29,760,2015,22,Carrara,Port Adelaide Power,Gold Coast,0,37,1,82.5,69.0,1506.7015255610129,1306.568780546778
2015-08-29,761,2015,22,Sydney Showground,GWS,Carlton,1,81,1,88.5,59.5,1323.7372855874912,1319.5105502562826
2015-08-29,762,2015,22,York Park,Hawthorn,Brisbane,1,72,1,87.0,57.0,1839.9882408245335,1265.0171258394473
2015-08-30,763,2015,22,Adelaide Oval,Adelaide,West Coast,1,57,1,89.0,64.5,1543.672856131581,1538.6009593599763
2015-08-30,764,2015,22,Docklands,Sydney,St Kilda,0,97,1,86.0,64.0,1677.9779933552677,1330.2587996826553
2015-08-30,765,2015,22,Subiaco,Melbourne,Fremantle,0,-54,0,68.5,93.5,1200.6507831657284,1795.1073654627346
2015-09-04,766,2015,23,Docklands,North Melbourne,Richmond,0,-41,0,72.5,77.5,1560.0481519950908,1594.6736814748754
2015-09-05,767,2015,23,S.C.G.,Sydney,Gold Coast,1,63,1,69.5,62.0,1706.5489418999364,1274.365371914497
2015-09-05,768,2015,23,Subiaco,West Coast,St Kilda,1,95,1,78.5,63.0,1693.8199151923363,1286.6878511379866
2015-09-05,769,2015,23,Adelaide Oval,Port Adelaide Power,Fremantle,1,69,1,84.5,68.0,1528.904934193294,1626.055843827075
2015-09-05,770,2015,23,Kardinia Park,Geelong,Adelaide,1,39,1,79.5,70.5,1751.614679605004,1543.453900299221
2015-09-05,771,2015,23,Gabba,Western Bulldogs,Brisbane,0,-8,0,56.5,76.0,1468.0979944425967,1288.9600301044075
2015-09-05,772,2015,23,M.C.G.,Hawthorn,Carlton,1,57,1,86.5,70.0,1716.0453365595733,1304.6930240874397
2015-09-06,773,2015,23,M.C.G.,Essendon,Collingwood,0,3,1,68.0,69.0,1371.4211094064985,1516.352117302444
2015-09-06,774,2015,23,Docklands,GWS,Melbourne,0,-26,0,66.0,86.5,1313.5548117563342,1239.702304801388
2016-03-24,775,2016,1,M.C.G.,Carlton,Richmond,0,-9,0,78.5,75.0,1302.1235007132152,1608.1837068313646
2016-03-26,776,2016,1,Docklands,North Melbourne,Adelaide,1,10,1,77.0,68.5,1586.5381266386016,1536.5004055570407
2016-03-26,777,2016,1,Carrara,Gold Coast,Essendon,1,61,1,87.0,59.5,1297.0639387181852,1392.3389469502704
2016-03-26,778,2016,1,S.C.G.,Collingwood,Sydney,0,-80,0,63.0,80.5,1455.4342797586721,1708.8503750962482
2016-03-26,779,2016,1,M.C.G.,GWS,Melbourne,0,-2,0,77.0,72.5,1295.4135126709436,1257.8436038867785
2016-03-27,780,2016,1,Docklands,Fremantle,Western Bulldogs,0,-65,0,61.0,93.0,1606.9675048299223,1485.9835342971946
2016-03-27,781,2016,1,Subiaco,West Coast,Brisbane,1,64,1,84.5,61.0,1696.4470927203272,1286.0744902498095
2016-03-27,782,2016,1,Adelaide Oval,Port Adelaide Power,St Kilda,1,33,1,77.5,70.0,1547.9932731904466,1284.0606736099958
2016-03-28,783,2016,1,M.C.G.,Hawthorn,Geelong,0,-30,0,70.5,72.5,1718.6148599337978,1588.5681743471844
2016-04-01,784,2016,2,M.C.G.,Richmond,Collingwood,0,-1,0,76.5,67.0,1612.5805675067943,1449.7746614171604
2016-04-02,785,2016,2,Docklands,Western Bulldogs,St Kilda,0,57,1,80.5,62.0,1466.0054724855913,1278.6738152963687
2016-04-02,786,2016,2,M.C.G.,Essendon,Melbourne,1,13,1,86.5,59.0,1373.3256904677253,1234.4593344765378
2016-04-02,787,2016,2,Gabba,North Melbourne,Brisbane,0,34,1,75.5,67.0,1559.3926378589797,1308.4916858137142
2016-04-02,788,2016,2,Subiaco,Gold Coast,Fremantle,0,26,1,73.5,65.0,1291.0771952007303,1756.9455666415256
2016-04-02,789,2016,2,Adelaide Oval,Port Adelaide Power,Adelaide,0,-58,0,61.5,82.0,1538.3801315040737,1523.6458943366626
2016-04-03,790,2016,2,M.C.G.,Hawthorn,West Coast,1,46,1,85.0,64.0,1738.2485946421225,1529.0298971564225
2016-04-03,791,2016,2,Docklands,Carlton,Sydney,1,-60,0,69.5,76.0,1337.7266400377855,1689.50999343776
2016-04-03,792,2016,2,Manuka Oval,GWS,Geelong,1,13,1,76.0,69.0,1303.7977820811843,1608.9344396388597
2016-04-08,793,2016,3,Adelaide Oval,Port Adelaide Power,Essendon,1,61,1,85.5,69.0,1537.7443844318907,1382.6304416219768
2016-04-09,794,2016,3,Subiaco,West Coast,Fremantle,1,33,1,83.0,73.0,1522.1088800638877,1558.8673258282893
2016-04-09,795,2016,3,Carrara,Carlton,Gold Coast,0,-54,0,64.5,80.5,1294.2286367576373,1344.1554360139667
2016-04-09,796,2016,3,M.C.G.,St Kilda,Collingwood,1,29,1,87.0,67.0,1271.0593641581786,1471.330588979217
2016-04-09,797,2016,3,Docklands,Richmond,Adelaide,1,-36,0,71.5,74.0,1631.0246399447376,1539.2816414088456
2016-04-09,798,2016,3,S.C.G.,Sydney,GWS,1,25,1,73.0,76.0,1718.007996717908,1304.3809344851284
2016-04-10,799,2016,3,Docklands,Western Bulldogs,Hawthorn,1,-3,0,77.5,65.5,1513.6199236237815,1705.1696117346573
2016-04-10,800,2016,3,Kardinia Park,Geelong,Brisbane,1,69,1,90.0,57.0,1753.3512872349156,1277.7652844283975
2016-04-10,801,2016,3,Bellerive Oval,North Melbourne,Melbourne,1,5,1,68.0,70.0,1690.1190392442963,1225.1545833222863
2016-04-15,802,2016,4,Subiaco,West Coast,Richmond,1,68,1,77.5,65.0,1708.6899748100468,1572.1533381271654
2016-04-16,803,2016,4,York Park,Hawthorn,St Kilda,1,3,1,71.0,79.5,1837.646930171115,1293.8603180603714
2016-04-16,804,2016,4,Gabba,Brisbane,Gold Coast,1,13,1,77.0,65.0,1300.9417202630204,1332.0146383561066
2016-04-16,805,2016,4,Adelaide Oval,Sydney,Adelaide,0,-10,0,72.0,77.5,1695.5469217537848,1573.1529432264178
2016-04-16,806,2016,4,M.C.G.,Geelong,Essendon,0,30,1,73.0,77.0,1585.1748514002927,1373.9151368490786
2016-04-16,807,2016,4,Docklands,Western Bulldogs,Carlton,0,36,1,82.5,67.0,1466.1426051873239,1281.3694344154974
2016-04-17,808,2016,4,M.C.G.,Collingwood,Melbourne,1,-35,0,74.5,77.0,1448.5296350770243,1223.223443842225
2016-04-17,809,2016,4,Docklands,Fremantle,North Melbourne,0,-31,0,58.0,77.5,1542.2862310821301,1607.0501787243577
2016-04-17,810,2016,4,Manuka Oval,Port Adelaide Power,GWS,0,-86,0,61.5,81.5,1531.459689204789,1326.8420094492517
2016-04-22,811,2016,5,M.C.G.,Hawthorn,Adelaide,1,3,1,70.0,78.5,1753.9031824489432,1578.2288593493624
2016-04-23,812,2016,5,S.C.G.,West Coast,Sydney,0,-39,0,64.5,80.5,1548.0810266081799,1700.4710056308402
2016-04-23,813,2016,5,Docklands,Brisbane,Western Bulldogs,0,-53,0,59.5,87.5,1292.2796805940422,1513.8410397433163
2016-04-23,814,2016,5,Adelaide Oval,Geelong,Port Adelaide Power,0,48,1,82.5,58.0,1592.0335106987711,1523.5227291057306
2016-04-23,815,2016,5,Carrara,North Melbourne,Gold Coast,0,38,1,83.5,63.5,1579.2860357024804,1340.6766780250848
2016-04-24,816,2016,5,Subiaco,Fremantle,Carlton,1,-4,0,74.0,65.0,1700.0503741040075,1273.670999859505
2016-04-24,817,2016,5,M.C.G.,Melbourne,Richmond,1,33,1,75.5,66.5,1246.783165038426,1562.7622863290323
2016-04-24,818,2016,5,Docklands,St Kilda,GWS,1,-47,0,72.0,88.0,1332.604065782543,1324.77896954831
2016-04-25,819,2016,5,M.C.G.,Collingwood,Essendon,1,69,1,79.0,59.0,1464.9699138808232,1367.0564775506002
2016-04-29,820,2016,6,Docklands,Western Bulldogs,North Melbourne,0,-16,0,72.0,77.0,1480.3910179240168,1585.3474625331999
2016-04-30,821,2016,6,Adelaide Oval,Adelaide,Fremantle,1,33,1,78.0,66.0,1585.2268749822665,1502.4238146974747
2016-04-30,822,2016,6,Kardinia Park,Gold Coast,Geelong,0,-120,0,53.0,97.5,1309.6152511943653,1774.113412954044
2016-04-30,823,2016,6,Docklands,St Kilda,Melbourne,0,39,1,84.5,60.5,1277.2662863332555,1272.5962669270784
2016-04-30,824,2016,6,M.C.G.,Port Adelaide Power,Richmond,0,35,1,79.5,72.0,1496.4428268504578,1576.94918444038
2016-04-30,825,2016,6,Sydney Showground,GWS,Hawthorn,1,75,1,96.5,62.5,1365.1167489975976,1721.9051668160391
2016-05-01,826,2016,6,M.C.G.,Carlton,Essendon,1,15,1,78.5,73.0,1341.2975592660378,1356.175273615682
2016-05-01,827,2016,6,Subiaco,West Coast,Collingwood,1,62,1,71.5,68.0,1709.2684458105123,1435.8511178157414
2016-05-01,828,2016,6,Gabba,Brisbane,Sydney,1,-3,0,67.0,74.0,1310.7297024133418,1684.2835864285078
2016-05-06,829,2016,7,M.C.G.,Hawthorn,Richmond,0,46,1,78.0,68.0,1695.3151175011285,1518.5343447628363
2016-05-07,830,2016,7,Docklands,Adelaide,Western Bulldogs,0,-15,0,63.0,81.0,1581.7181603338377,1509.7893644992014
2016-05-07,831,2016,7,Kardinia Park,Geelong,West Coast,1,44,1,84.0,69.0,1776.0494080095893,1544.4182085396521
2016-05-07,832,2016,7,Carrara,Melbourne,Gold Coast,0,73,1,84.0,68.5,1257.7978757306314,1332.67925613882
2016-05-07,833,2016,7,Subiaco,Fremantle,GWS,1,-18,0,65.0,75.5,1660.9325293459035,1366.706798312508
2016-05-07,834,2016,7,M.C.G.,Collingwood,Carlton,1,-15,0,62.5,78.0,1430.7013550866016,1316.9394895103383
2016-05-07,835,2016,7,S.C.G.,Sydney,Essendon,1,81,1,79.0,60.5,1712.4125448418847,1340.5333433713815
2016-05-08,836,2016,7,Adelaide Oval,Port Adelaide Power,Brisbane,1,77,1,79.5,63.5,1529.8576665280013,1282.6007439999648
2016-05-08,837,2016,7,Docklands,North Melbourne,St Kilda,0,7,1,76.0,69.5,1595.9491159580152,1292.0646775297025
2016-05-13,838,2016,8,Adelaide Oval,Geelong,Adelaide,0,26,1,81.0,66.0,1612.3074506957716,1578.6563634629265
2016-05-14,839,2016,8,Gabba,Brisbane,Collingwood,1,-78,0,64.5,85.5,1301.7765194906,1410.9581705337298
2016-05-14,840,2016,8,Docklands,Essendon,North Melbourne,1,-14,0,68.5,81.5,1337.37726383268,1600.393183367167
2016-05-14,841,2016,8,York Park,Fremantle,Hawthorn,0,-41,0,62.0,84.5,1465.591227696927,1828.2797853542816
2016-05-14,842,2016,8,Sydney Showground,GWS,Gold Coast,1,91,1,88.0,55.5,1417.0480999614842,1289.4955115796809
2016-05-14,843,2016,8,M.C.G.,Sydney,Richmond,0,-1,0,63.5,80.5,1690.5686243805862,1550.5696769096833
2016-05-15,844,2016,8,Subiaco,West Coast,St Kilda,1,103,1,82.0,66.5,1708.1601658534698,1287.6206101205507
2016-05-15,845,2016,8,Docklands,Carlton,Port Adelaide Power,1,2,1,83.5,63.5,1376.68267406321,1520.681891037366
2016-05-15,846,2016,8,M.C.G.,Western Bulldogs,Melbourne,0,32,1,73.0,65.5,1487.8511613701125,1315.9816202897705
2016-05-20,847,2016,9,M.C.G.,Sydney,Hawthorn,0,14,1,77.5,68.0,1669.8315786021337,1746.5884239502832
2016-05-21,848,2016,9,Subiaco,Fremantle,Richmond,1,-38,0,62.5,87.5,1632.2825891009254,1531.3067226881358
2016-05-21,849,2016,9,M.C.G.,Geelong,Collingwood,0,-24,0,65.5,67.0,1625.8591425088025,1421.3936918972315
2016-05-21,850,2016,9,Docklands,Carlton,North Melbourne,0,-67,0,67.5,77.5,1357.5665085717142,1645.8034025385527
2016-05-21,851,2016,9,Carrara,Gold Coast,Adelaide,1,-75,0,69.0,78.0,1304.7676392576302,1550.1046716498956
2016-05-21,852,2016,9,Adelaide Oval,West Coast,Port Adelaide Power,0,8,1,67.0,71.5,1540.608128720579,1514.798056528862
2016-05-22,853,2016,9,Docklands,Essendon,St Kilda,0,-46,0,72.0,74.5,1331.9670446612943,1285.1726472534415
2016-05-27,854,2016,10,S.C.G.,North Melbourne,Sydney,0,-26,0,58.0,74.5,1610.5993845545647,1713.092556546923
2016-05-28,855,2016,10,Gabba,Brisbane,Hawthorn,1,-48,0,72.5,80.0,1278.1246275818173,1688.3274460054938
2016-05-28,856,2016,10,Adelaide Oval,Adelaide,GWS,1,22,1,74.5,74.5,1570.9809431270387,1419.7249503807736
2016-05-28,857,2016,10,Traeger Park,Port Adelaide Power,Melbourne,0,45,1,77.0,66.5,1485.9103216183653,1291.066839194321
